platform,cluster_id,taxonomy_id,cluster_name,module,submodule,detail,business_family,business_submodule,business_detail,naming_confidence,naming_source,needs_review,score_share,evidence_mass_coverage,evidence_row_coverage,supporting_evidence,top_ngrams
android,1157,M08.06.04,"Camera, truyền hình và dịch vụ mở rộng | FSafe Go | Xem thông tin gói FSafe Go dùng thử","Camera, truyền hình và dịch vụ mở rộng",FSafe Go,Xem thông tin gói FSafe Go dùng thử,"Camera, truyền hình và dịch vụ mở rộng",FSafe Go,Xem thông tin gói FSafe Go dùng thử,high,validated_taxonomy_detail,false,0.9728,0.9733,0.625,action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen || action@blocked_content#btn_back view@android/home/home_fsafe/web_threats || view@android/home/home_fsafe/web_threats action@android/home/home_fsafe/web_threats#android/home/home_fsafe/web_threats/view_web_threats,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/SHOW_POPUP_ONE_BUTTON action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#go_to_screen/FSAFE_CONTENT_BLOCK_FILTERED || action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_tracking || action@blocked_content#btn_back view@android/home/home_fsafe/web_threats || action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress/tab_today action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress || action@ErrorCheckingDrSmartScreen#Home/Nav_home action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || view@internet_fprotect_screen/view_web_events/web_events action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress || action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen || view@android/home/home_fsafe/web_threats action@android/home/home_fsafe/web_threats#android/home/home_fsafe/web_threats/view_web_threats
android,1158,,Chưa phân loại | Không đủ bằng chứng,Chưa phân loại,Không đủ bằng chứng,,Chưa phân loại,Không đủ bằng chứng,,low,insufficient_observed_evidence,true,0.0,0.0,0.0,,view@android/ECOUNTER/CHANGEPHONENUMBEREMAIL action@android/ECOUNTER/CHANGEPHONENUMBEREMAIL#android/information_change/change_payment_method || view@android/ECOUNTER/CHANGEPHONENUMBEREMAIL action@android/ECOUNTER/CHANGEPHONENUMBEREMAIL#android/Home/contract_management/go_to_screen/ECOUNTER_HISTORY || action@android/confirm_information_phone_OTP#android/confirm_information_phone_OTP/confirm_information_back action@android/confirm_information_phone_OTP#android/Home/Account/Contract_Management/Edit_Phone || action@SelectScanDocumentTypeScreen#android/information_change/change_registered_information/change_registered_information_bottom_sheet/change_cus_phone view@ChangeInformationHostActivity || action@SelectScanDocumentTypeScreen#android/information_change/change_registered_information/change_registered_information_bottom_sheet/change_cus_phone || action@SelectScanDocumentTypeScreen#android/information_change/change_registered_information/change_registered_information_bottom_sheet action@SelectScanDocumentTypeScreen#android/information_change/change_registered_information/change_registered_information_bottom_sheet/change_cus_phone || action@android/ECOUNTER/CHANGEPHONENUMBEREMAIL#android/information_change/change_payment_method || action@android/confirm_information_phone_OTP#android/Home/Account/Contract_Management/Edit_Phone view@ChangeInformationHostActivity
android,1159,,Truy cập và tài khoản | Bảo mật tài khoản,Truy cập và tài khoản,Bảo mật tài khoản,,Truy cập và tài khoản,Bảo mật tài khoản,,high,validated_taxonomy_submodule,false,0.7622,0.8469,0.875,view@android/Account action@android/Account#android/Home/account/policy || view@PolicyActivity view@AccountSettingScreenData || view@PolicyActivity view@account_infor,view@PolicyActivity view@account_infor || view@PolicyActivity view@AccountSettingScreenData || action@PolicyActivity#Home/Account/Payment_Reminder_Schedule || action@PolicyActivity#Home/Account/Payment_Reminder_Schedule view@android/Home/Payment/Schedule_payment || view@PolicyActivity action@PolicyActivity#Home/Account/Payment_Reminder_Schedule || view@android/Account action@android/Account#android/Home/account/policy || view@android/Home/Account/verify_employee <eos> || view@hi.fpt.vn/web/gift/voucher/home-introduce <eos>
android,1160,M10.01.01,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem danh sách hóa đơn/khoản thu,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem danh sách hóa đơn/khoản thu,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem danh sách hóa đơn/khoản thu,medium,validated_taxonomy_detail,true,1.0,0.2563,0.25,action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE view@EBillingScreen || view@EBillingScreen <eos>,view@SelectTypeOfInfoToChangeActivity <eos> || view@EBillingScreen <eos> || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE || view@android/ECOUNTER/CHANGEPHONENUMBEREMAIL view@android/Account || view@EContractActivity <eos> || view@android/Account view@android/Home/Account/Contract_Management || action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE view@EBillingScreen || action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE
android,1161,M01.04.01,Truy cập và tài khoản | Thông tin cá nhân | Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,high,validated_taxonomy_detail,false,1.0,0.4391,0.5,action@account_infor#android/Home/Account/Edit_Profile view@HOME || action@account_infor#android/Home/Account/Tips_Edit_Profile view@HOME || action@account_infor#android/Home/account/profile/edit_avatar view@HOME,action@account_infor#android/Home/account/profile/edit_avatar view@HOME || action@android/Account#Home/Nav_profile action@android/Account#Home/account/register_partner || action@android/Account#Home/account/register_partner <eos> || action@account_infor#android/Home/Account/Edit_Profile view@HOME || view@HiPolicyScreenData view@HOME || action@account_infor#android/Home/Account/Tips_Edit_Profile view@HOME || action@AccountSettingScreenData#android/Home/Account/Account_Settings view@HOME || view@android/Home/Payment/Schedule_payment view@android/Account
android,1162,,Chưa phân loại | Không đủ bằng chứng,Chưa phân loại,Không đủ bằng chứng,,Chưa phân loại,Không đủ bằng chứng,,low,insufficient_observed_evidence,true,0.0,0.0,0.0,,action@CONTRACT/FPricesEContract#android/Home/Account/E-contract/Click_EContract_Billing action@CONTRACT/FPricesEContract#Home/Account/E-contract/Econtract_with_VNeID/Confirm_with_VNeID || action@UnConfirmEContractScreenData#hd_pl/download_bbdt action@UnConfirmEContractScreenData#hd_pl/refresh || action@android/Account#android/Home/Account/E-contract/Tab_EContract_SA action@android/Account#android/Home/Account/E-contract/Tab_EContract_Billing || action@UnConfirmEContractScreenData#android/Home/Account/E-contract/Click_EContract_Billing action@UnConfirmEContractScreenData#android/HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/CONFIRM_QUOTE/CONTRACT_CONFIRM || view@CONTRACT/FPricesEContract view@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP || action@android/Account#android/Home/Account/E-contract/Tab_EContract_Billing || action@UnConfirmEContractScreenData#hd_pl/download_bbdt action@UnConfirmEContractScreenData#hd_pl/tab_info_order || action@UnConfirmEContractScreenData#hd_pl/save_qr_image action@UnConfirmEContractScreenData#hd_pl/back
android,1163,M02.02.01,Trang chủ và khám phá | Tìm kiếm toàn ứng dụng | Tìm kiếm tính năng,Trang chủ và khám phá,Tìm kiếm toàn ứng dụng,Tìm kiếm tính năng,Trang chủ và khám phá,Tìm kiếm toàn ứng dụng,Tìm kiếm tính năng,high,validated_taxonomy_detail,false,0.775,0.8786,0.75,view@add_website_block action@add_website_block#add_website_block/search_block || action@add_website_block#add_website_block/search_block action@add_website_block#add_website_block/add_website_allow_save || action@add_website_block#add_website_block/search_block,action@add_website_allow#add_website_allow/search_block action@add_website_allow#add_website_allow/add_website_allow_save || view@add_website_allow action@add_website_allow#add_website_allow/search_block || action@add_website_allow#add_website_allow/search_block || action@add_website_allow#android/home/home_fsafe/fsafe_setting/allowed_websites/save_new_allowed_website action@add_website_allow#btn_back || view@add_website_block action@add_website_block#add_website_block/search_block || action@add_website_block#add_website_block/search_block action@add_website_block#add_website_block/add_website_allow_save || action@add_website_block#add_website_block/search_block || action@add_website_allow#btn_back view@allow_website_screen
android,1164,,Yêu cầu hỗ trợ và chăm sóc khách hàng | Tạo yêu cầu,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,high,reviewed_literal_evidence,false,0.9586,1.0,1.0,action@android/home/support_create#Support_create_quick_move_device action@android/home/support_create#Home/Nav_support || action@android/home/support_create#android/Home/Support/Support_History_View/Support_InProgress action@android/home/support_create#home/support_create/support_send || action@android/home/support_create#Support_create_describe_request action@android/home/support_create#Support_create_quick_camera,action@android/home/support_create#android/Home/Support/Support_History_View/Support_InProgress action@android/home/support_create#home/support_create/support_send || action@android/home/support_create#Support_create_quick_move_device action@android/home/support_create#Home/Nav_support || action@android/home/support_create#worldcup_start_chat <eos> || action@android/home/support_create#Home/TV_bottom_sheet_home/check_report_create action@android/home/support_create#android/home/support_create/support_request_history || action@android/home/support_create#Support_create_submit_request action@android/home/support_create#worldcup_start_chat || action@android/home/support_create#worldcup_start_chat || action@android/home/support_create#Support_create_describe_request action@android/home/support_create#Support_create_quick_camera || action@android/ECOUNTER/CHANGEADDRESS#/home/support_create/support_chat <eos>
android,1165,,Hợp đồng điện tử và nghiệm thu | Hợp đồng/Phụ lục,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,high,validated_taxonomy_submodule,false,0.9732,0.9757,0.5,view@android/Account view@android/Home/Account/Contract_Management || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management view@HOME || action@Home/Account/E-contract#android/Home/Account/E-contract/Tab_EContract_Billing view@HOME,action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management view@HOME || view@EBillingScreen view@HOME || view@AccessPointDeviceChangeNameScreenData || view@AcceptanceScreen <eos> || action@Home/Account/E-contract#android/Home/Account/E-contract/Tab_EContract_Billing view@HOME || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management/Edit_Phone <eos> || view@android/Account view@android/Home/Account/Contract_Management || action@android/Home/Payment/Schedule_payment#android/Home/Payment/Schedule_payment/Choose_scheduled_payment_date view@HOME
android,1166,M01.04.01,Truy cập và tài khoản | Thông tin cá nhân | Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,high,validated_taxonomy_detail,false,1.0,0.4035,0.375,action@account_infor#android/Home/account/profile/edit_avatar action@account_infor#account_infor/upgrade_btn || action@account_infor#android/Home/Account/Edit_Profile action@account_infor#account_infor/date_birth_block || action@account_infor#android/Home/Account/Tips_Edit_Profile action@account_infor#android/Home/account/profile/edit_avatar,action@account_infor#android/Home/Account/Edit_Profile action@account_infor#account_infor/date_birth_block || action@account_infor#account_infor/email_block action@account_infor#account_infor/upgrade_btn || action@account_infor#account_infor/female_option action@account_infor#account_infor/id_citizen_block || action@account_infor#android/Home/account/profile/edit_avatar action@account_infor#account_infor/upgrade_btn || action@account_infor#android/Home/Account/Tips_Edit_Profile action@account_infor#android/Home/account/profile/edit_avatar || action@account_infor#account_infor/diff_option action@account_infor#account_infor/upgrade_btn || action@account_infor#account_infor/date_birth_block action@account_infor#account_infor/email_block || action@account_infor#account_infor/full_name_block action@account_infor#account_infor/email_block
android,1167,,Chưa phân loại | Không đủ bằng chứng,Chưa phân loại,Không đủ bằng chứng,,Chưa phân loại,Không đủ bằng chứng,,low,insufficient_observed_evidence,true,0.0,0.0,0.0,,action@HiWebViewActivitySingleTop#android/Home/Home_pull_to_refresh action@HiWebViewActivitySingleTop#Home/Nav_promotion || action@android/home/payment#btn_back view@loylaty_promotion_view || action@HiWebViewActivitySingleTop#Home/Nav_promotion action@HiWebViewActivitySingleTop#btn_back || action@android/home/payment#Home/Nav_payement action@android/home/payment#btn_back || action@android/home/payment#Home/payment/click_update_bill action@android/home/payment#Home/Nav_promotion || action@loylaty_promotion_view#Home/Nav_payement action@loylaty_promotion_view#Home/Nav_promotion || action@loylaty_promotion_view#loylaty_promotion_promo_detail view@loylaty_rules_view || view@loylaty_promotion_view view@HiWebViewActivitySingleTop
android,1168,,Chưa phân loại | Không đủ bằng chứng,Chưa phân loại,Không đủ bằng chứng,,Chưa phân loại,Không đủ bằng chứng,,low,insufficient_observed_evidence,true,0.0,0.0,0.0,,action@loylaty_promotion_view#Home/payment/click_update_bill <eos> || action@loylaty_promotion_view#select_bill <eos> || action@loylaty_promotion_view#Home/Nav_payement action@loylaty_promotion_view#select_bill || action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#android/Home/Payment/payment_search || action@loylaty_promotion_view#android/Home/Payment/payment_search view@android/home/payment/payment_on_behalf || action@loylaty_promotion_view#android/Home/Payment/payment_search || action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#Home/payment/click_update_bill || action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#android/Home/Payment/Setting
android,1169,,Hợp đồng điện tử và nghiệm thu | Hợp đồng/Phụ lục,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,medium,validated_taxonomy_submodule,true,0.7273,0.8032,0.625,action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management view@android/Account || action@android/Account#Home/Nav_profile view@android/Home/Account/Contract_Management || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management,action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management/Edit_Phone view@android/Account || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management view@android/Account || view@SelectScanDocumentTypeScreen view@android/Account || view@DecentralizeManagementScreen view@android/Account || view@android/Account <eos> || action@android/Account#Home/Nav_profile view@android/Home/Account/Contract_Management || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management || view@android/Home/Account/Contract_Management action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management
android,1170,M05.05.10,"Internet, Wi-Fi và thiết bị mạng | Thiết bị kết nối | Bỏ chặn truy cập Internet thiết bị","Internet, Wi-Fi và thiết bị mạng",Thiết bị kết nối,Bỏ chặn truy cập Internet thiết bị,"Internet, Wi-Fi và thiết bị mạng",Thiết bị kết nối,Bỏ chặn truy cập Internet thiết bị,high,reviewed_literal_evidence,false,0.9931,0.9931,0.625,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet <eos> || view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet <eos> || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview <eos> || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices || action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_searching action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details || view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices <eos> || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet || action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview
android,1171,M01.04.01,Truy cập và tài khoản | Thông tin cá nhân | Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,medium,validated_taxonomy_detail,true,1.0,0.1661,0.25,action@android/Account#Home/Nav_profile view@android/Home/Account/Contract_Management || action@android/Account#Home/Nav_profile action@android/Account#android/Home/Home_pull_to_refresh,action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management <eos> || action@android/Account#android/Home/Home_pull_to_refresh view@android/Home/Account/Contract_Management || action@android/Account#Home/Nav_profile view@android/Home/Account/Contract_Management || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management || view@android/Home/Account/Contract_Management action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management || view@android/Home/Account/Contract_Management || view@android/Home view@android/Account || action@android/Account#Home/Nav_profile action@android/Account#android/Home/Home_pull_to_refresh
android,1172,M10.01.01,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem danh sách hóa đơn/khoản thu,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem danh sách hóa đơn/khoản thu,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem danh sách hóa đơn/khoản thu,high,validated_taxonomy_detail,false,1.0,0.5264,0.5,action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE view@EBillingScreen || view@EBillingScreen || view@EBillingScreen view@EContractActivity,view@EBillingScreen <eos> || action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE || view@SelectTypeOfInfoToChangeActivity <eos> || view@EContractActivity <eos> || action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE view@EBillingScreen || action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/E_INVOICE || view@EBillingScreen || view@EBillingScreen view@EContractActivity
android,1173,,Hợp đồng điện tử và nghiệm thu | Hợp đồng/Phụ lục,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,Hợp đồng điện tử và nghiệm thu,Hợp đồng/Phụ lục,,high,validated_taxonomy_submodule,false,0.9128,0.898,0.625,action@Home/Account/E-contract#android/Home/Account/E-contract view@HOME || view@android/Account view@Home/Account/E-contract || action@Home/Account/E-contract#android/Home/Account/E-contract/Tab_EContract_SA view@HOME,action@Home/Account/E-contract#android/Home/Account/E-contract view@HOME || action@Home/Account/E-contract#android/Home/Account/E-contract/Tab_EContract_SA view@HOME || action@Home/Account/E-contract#android/Home/Account/E-contract/Tab_EContract_Billing view@HOME || view@android/Account view@UnConfirmEContractScreenData || view@ConfirmAcceptanceListScreenData view@HOME || view@android/Account view@Home/Account/E-contract || view@android/Home/Payment/Notification_channel <eos> || view@android/Account action@android/Account#account/click_acceptance_record
android,1174,,Truy cập và tài khoản | Bảo mật tài khoản,Truy cập và tài khoản,Bảo mật tài khoản,,Truy cập và tài khoản,Bảo mật tài khoản,,high,validated_taxonomy_submodule,false,0.9346,1.0,1.0,view@AccountSettingScreenData view@HOME || action@AccountSettingScreenData#android/Home/Account/Account_Settings view@android/Account || view@AccountSettingScreenData view@android/Account,action@android/Account#Home/Nav_profile view@HOME || view@AccountSettingScreenData view@HOME || action@PolicyActivity#Home/Account/Payment_Reminder_Schedule || view@PolicyActivity action@PolicyActivity#Home/Account/Payment_Reminder_Schedule || action@PolicyActivity#Home/Account/Payment_Reminder_Schedule view@android/Home/Payment/Schedule_payment || view@AccountSettingScreenData view@android/Account || action@AccountSettingScreenData#android/Home/Account/Account_Settings view@android/Account || view@HiPolicyScreenData view@android/Account
android,1175,,Hóa đơn và thanh toán | Tiện ích/cài đặt thanh toán,Hóa đơn và thanh toán,Tiện ích/cài đặt thanh toán,,Hóa đơn và thanh toán,Tiện ích/cài đặt thanh toán,,high,validated_taxonomy_submodule,false,0.8319,0.7919,0.5,view@android/Account action@android/Account#Home/Account/Payment_Reminder_Schedule || view@android/Account action@android/Account#Home/Account/Payment_Notification_Channel || view@android/Home/Payment/Notification_channel view@HOME,view@android/Home/Payment/Notification_channel view@HOME || view@android/Account view@REFERFRIENDS/HOME || action@REFERFRIENDS/HOME#android/Home/account/refer_friend view@HOME || view@android/Home/Payment/Schedule_payment view@HOME || view@PolicyActivity <eos> || view@android/Account action@android/Account#Home/Account/Payment_Notification_Channel || view@android/Account action@android/Account#android/Home/account/policy || view@android/Account action@android/Account#Home/Account/Payment_Reminder_Schedule
android,1176,,Chưa phân loại | Không đủ bằng chứng,Chưa phân loại,Không đủ bằng chứng,,Chưa phân loại,Không đủ bằng chứng,,low,insufficient_observed_evidence,true,0.0,0.0,0.0,,action@android/home/support_create#/home/support_create/support_chat <eos> || action@android/home/support_create#Support_confirm_close_confirm action@android/home/support_create#/home/support_create/support_chat || action@android/home/support_create#/home/support_create/support_chat || action@android/home/support_create#android/Home/Support/Support_History_View/Support_Complete action@android/home/support_create#/home/support_create/support_chat || action@android/home/support_create#android/home/popup_remind/setting_noti || action@android/home/support_create#Support_confirm_close_confirm action@android/home/support_create#android/home/popup_remind/setting_noti || action@android/home/support_create#android/home/support_create/support_request_history action@android/home/support_create#/home/support_create/support_chat || action@<missing>#/home/support_create/support_chat view@HOME
android,1177,,Yêu cầu hỗ trợ và chăm sóc khách hàng | Tạo yêu cầu,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,high,reviewed_literal_evidence,false,0.9879,0.9904,0.875,<bos> view@android/home/support_create || action@<missing>#Home/Nav_home view@android/home/support_create || action@<missing>#Home/Nav_payement view@android/home/support_create,action@<missing>#Home/Nav_profile view@android/home/support_create || action@<missing>#popup view@android/home/support_create || action@<missing>#Home/Nav_home view@android/home/support_create || <bos> view@android/home/support_create || action@<missing>#Home/action_wifi_5GHz view@android/home/support_create || action@<missing>#android/Home/Home_pull_to_refresh view@android/home/support_create || action@<missing>#Home/Nav_payement view@android/home/support_create || action@<missing>#Home/Nav_support action@<missing>#Home/Nav_home
android,1178,M01.04.01,Truy cập và tài khoản | Thông tin cá nhân | Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,Truy cập và tài khoản,Thông tin cá nhân,Xem thông tin tài khoản,high,validated_taxonomy_detail,false,1.0,0.6217,0.75,action@account_infor#android/Home/Account/Edit_Profile view@HOME || action@account_infor#android/Home/Account/Edit_Profile || view@account_infor action@account_infor#android/Home/Account/Edit_Profile,action@account_infor#android/Home/Account/Edit_Profile view@HOME || action@account_infor#android/Home/Account/Tips_Edit_Profile view@HOME || view@android/Account view@account_infor || action@account_infor#android/Home/Account/Edit_Profile || view@account_infor action@account_infor#android/Home/Account/Edit_Profile || view@account_infor || view@account_infor action@account_infor#android/Home/Account/Tips_Edit_Profile || action@account_infor#android/Home/Account/Tips_Edit_Profile
android,1179,,Truy cập và tài khoản | Bảo mật tài khoản,Truy cập và tài khoản,Bảo mật tài khoản,,Truy cập và tài khoản,Bảo mật tài khoản,,high,validated_taxonomy_submodule,false,1.0,1.0,1.0,action@AccountSettingScreenData#android/Home/Account/Account_Settings view@HOME || view@HOME view@android/Account || view@android/Account view@AccountSettingScreenData,action@AccountSettingScreenData#android/Home/Account/Account_Settings view@HOME || view@android/Account view@AccountSettingScreenData || action@AccountSettingScreenData#android/Home/Account/Account_Settings || view@AccountSettingScreenData action@AccountSettingScreenData#android/Home/Account/Account_Settings || view@AccountSettingScreenData || view@android/Account <eos> || view@HOME view@android/Account || view@android/Account
android,1180,,Yêu cầu hỗ trợ và chăm sóc khách hàng | Tạo yêu cầu,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,high,reviewed_literal_evidence,false,0.9972,0.9507,0.375,action@android/home/support_create#Support_confirm_close_confirm action@android/home/support_create#home/support_create/support_send || action@android/home/support_create#home/support_create/support_send <eos> || action@android/home/support_create#view_os_noti <eos>,action@ReportStatusScreen#android/Home/Support/Suport_History_View/Support_History/Support_Status_Detail_InProgress action@ReportStatusScreen#android/Home/Support/Support_History_View/Support_Complete || action@android/home/support_create#view_os_noti <eos> || action@ReportStatusScreen#android/Home/Support/Support_History_View/Support_InProgress action@ReportStatusScreen#btn_back || action@android/home/support_create#home/support_create/support_send <eos> || action@android/home/support_create#Support_confirm_close_confirm action@android/home/support_create#home/support_create/support_send || action@<missing>#android/Home/scan_network_health/scan_result_network_health/network_health_create_request view@HOME || view@FilterReportScreen action@FilterReportScreen#btn_back || <bos> action@<missing>#android/Home/scan_network_health/scan_result_network_health/network_health_create_request
android,1181,M08.06.04,"Camera, truyền hình và dịch vụ mở rộng | FSafe Go | Xem thông tin gói FSafe Go dùng thử","Camera, truyền hình và dịch vụ mở rộng",FSafe Go,Xem thông tin gói FSafe Go dùng thử,"Camera, truyền hình và dịch vụ mở rộng",FSafe Go,Xem thông tin gói FSafe Go dùng thử,high,validated_taxonomy_detail,false,1.0,1.0,1.0,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back <eos> || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/SHOW_POPUP_ONE_BUTTON action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/SHOW_POPUP_TWO_BUTTON action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back <eos> || view@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS || action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS
